c>,o<,o>,r<,r>,r<.1,r>.1,e<,e>,c<.1,c>.1,t<,t>,h<,h>,o<.1,o>.1,r<.2,r>.2,s<,s>,e<.1,e>.1,usuario
0.0586674213409423,0.0503783226013183,0.0494275093078613,0.2010715007781982,0.049224853515625,0.0914504528045654,0.0685441493988037,0.0704412460327148,0.0895955562591552,0.0806622505187988,0.0799908638000488,0.2600886821746826,0.0591950416564941,0.441716194152832,0.048267126083374,0.1108365058898925,0.0601851940155029,0.0192353725433349,0.059760570526123,0.1415989398956298,0.0786375999450683,0.0405199527740478,0.0513532161712646,alex
0.0576441287994384,0.0807735919952392,0.0693552494049072,0.2706232070922851,0.0694150924682617,0.0706267356872558,0.099740982055664,0.0522611141204834,0.1177814006805419,0.1198489665985107,0.090174913406372,0.1809513568878173,0.0585834980010986,0.301438570022583,0.0585970878601074,0.1107282638549804,0.0494387149810791,0.0001294612884521,0.0695960521697998,0.1300187110900879,0.0800769329071044,9.012222290039062e-05,0.0,alex
0.0585739612579345,0.1009294986724853,0.0490889549255371,0.1502950191497802,0.0598859786987304,0.0907199382781982,0.0899379253387451,0.0407702922821044,0.0786497592926025,0.1002864837646484,0.0695695877075195,0.1604142189025879,0.0697183609008789,0.2805714607238769,0.0693087577819824,0.6806774139404297,0.059413194656372,0.0906989574432373,0.059105634689331,0.370699405670166,0.0802466869354248,0.0001094341278076,0.0690665245056152,alex
0.0680456161499023,0.0604081153869628,0.0495102405548095,0.0802946090698242,0.0599737167358398,0.0715417861938476,0.0789020061492919,0.0407371520996093,0.0798277854919433,0.1095795631408691,0.0691590309143066,0.3218204975128174,0.0382332801818847,0.2213480472564697,0.0587754249572753,0.1006860733032226,0.0702533721923828,0.0001237392425537,0.0588243007659912,0.2417566776275634,0.0782601833343505,0.0200140476226806,0.0600998401641845,alex
0.0787792205810546,0.0323004722595214,0.0591504573822021,0.1197504997253418,0.0388457775115966,0.1106314659118652,0.059356689453125,0.0603394508361816,0.089778184890747,0.19022798538208,0.0694892406463623,0.1719276905059814,0.0584619045257568,0.2702391147613525,0.0694186687469482,0.1208817958831787,0.0,0.0489933490753173,0.0594031810760498,0.1606745719909668,0.0794239044189453,0.0299029350280761,0.0597658157348632,alex
0.0582859516143798,0.0518531799316406,0.0391669273376464,0.110769510269165,0.0583212375640869,0.0807540416717529,0.069526195526123,0.0407526493072509,0.1096196174621582,0.12050461769104,0.0791332721710205,0.2307441234588623,0.049030065536499,0.4003963470458984,0.0495922565460205,0.1319611072540283,0.0,0.0379910469055175,0.0609307289123535,0.2009625434875488,0.0,0.0784227848052978,0.0703997611999511,alex
0.0575242042541503,0.0916628837585449,0.0481784343719482,0.1108219623565673,0.0589816570281982,0.0605862140655517,0.0808899402618408,0.0402805805206298,0.0791993141174316,0.0995807647705078,0.0598280429840087,0.3903203010559082,0.0802323818206787,0.2807979583740234,0.0586528778076171,0.1016058921813964,0.0582854747772216,8.344650268554688e-05,0.0806913375854492,0.1296467781066894,0.0997514724731445,0.0399496555328369,0.0598301887512207,alex
0.05877685546875,0.0700709819793701,0.0495975017547607,0.0908441543579101,0.0502824783325195,0.0896852016448974,0.0701937675476074,0.059340476989746,0.0905413627624511,0.0799369812011718,0.0693790912628173,0.220665693283081,0.0491890907287597,0.3408327102661133,0.0492434501647949,0.1205253601074218,0.0596606731414794,0.020449161529541,0.0595040321350097,0.1306183338165283,0.0792384147644043,0.0219340324401855,0.0578582286834716,alex
0.0485198497772216,0.1020927429199218,0.0480628013610839,0.1216449737548828,0.0284445285797119,0.0908441543579101,0.0993075370788574,0.2302885055541992,0.0495569705963134,0.1405270099639892,0.0696020126342773,0.170417308807373,0.0595123767852783,0.2614059448242187,0.068591833114624,0.1001675128936767,0.0,0.0506863594055175,0.0601260662078857,0.1402463912963867,0.0795514583587646,0.0420432090759277,0.0581493377685546,alex
0.060054063796997,0.079496145248413,0.0392870903015136,0.111717939376831,0.0683753490447998,0.0705733299255371,0.0794897079467773,0.0402507781982421,0.0900096893310546,0.5806357860565186,0.0792720317840576,0.190434455871582,0.059389591217041,0.2619733810424804,0.0581283569335937,0.1005332469940185,0.0607993602752685,9.703636169433594e-05,0.0888881683349609,0.1302464008331298,0.0,0.0797047615051269,0.0700154304504394,alex
0.0679819583892822,0.1113250255584716,0.0294053554534912,0.4299206733703613,0.0391008853912353,0.1005568504333496,0.0596225261688232,0.0607893466949462,0.0995807647705078,0.1008098125457763,0.0688800811767578,0.1404252052307129,0.0695862770080566,0.2201216220855713,0.059748888015747,0.1104271411895752,0.0595028400421142,0.0100719928741455,0.0700032711029052,0.1719062328338623,0.0888960361480712,0.0196664333343505,0.0696439743041992,alex
0.0593111515045166,0.1101953983306884,0.0594613552093505,0.1204650402069091,0.0599415302276611,0.1012594699859619,0.0784997940063476,0.0513575077056884,0.0887393951416015,0.1199202537536621,0.0901050567626953,0.3111550807952881,0.0586824417114257,0.2201895713806152,0.0609025955200195,0.1193978786468505,0.0,0.0295577049255371,0.0499753952026367,0.1410567760467529,0.0790565013885498,0.0206243991851806,0.0492146015167236,alex
0.0675671100616455,0.0907912254333496,0.0390584468841552,0.0906403064727783,0.0494763851165771,0.0818750858306884,0.0781850814819336,0.0507881641387939,0.0999269485473632,0.0707747936248779,0.0888822078704834,0.3409788608551025,0.0486042499542236,0.1905817985534668,0.059549331665039,0.1201117038726806,0.0607478618621826,0.0089809894561767,0.0817694664001464,0.1196737289428711,0.0893173217773437,0.0608162879943847,0.0696511268615722,alex
0.0776574611663818,0.0704231262207031,0.0494928359985351,0.101297378540039,0.0383601188659668,0.1019124984741211,0.0785839557647705,0.0706651210784912,0.0892276763916015,0.1308839321136474,0.0688855648040771,0.1307625770568847,0.0593025684356689,0.2107539176940918,0.0492777824401855,0.1404056549072265,0.0501136779785156,0.0194048881530761,0.0598793029785156,0.1308977603912353,0.0896368026733398,0.030409812927246,0.0493266582489013,alex
0.0699555873870849,0.079282522201538,0.0506484508514404,0.0909786224365234,0.0390691757202148,0.0800249576568603,0.0909845829010009,0.0686750411987304,0.0897426605224609,0.0903019905090332,0.0999314785003662,0.1404483318328857,0.0691158771514892,0.2406611442565918,0.0691747665405273,0.1109762191772461,0.0,0.0590705871582031,0.0591566562652587,0.1304554939270019,0.1098806858062744,0.2100088596343994,0.0704505443572998,alex
0.0599973201751709,0.05949068069458,0.0494933128356933,0.0804448127746582,0.0496087074279785,0.0803885459899902,0.0803728103637695,0.0410239696502685,0.0787322521209716,0.1102967262268066,0.0701258182525634,0.15053391456604,0.038884162902832,0.3804042339324951,0.0702655315399169,0.1097779273986816,0.0,0.0501737594604492,0.0703928470611572,0.1506521701812744,0.0996725559234619,0.0309944152832031,0.0696077346801757,alex
0.0588595867156982,0.1004300117492675,0.0494565963745117,0.1117975711822509,0.0289959907531738,0.089524507522583,0.0798807144165039,0.0706448554992675,0.0899140834808349,0.1110594272613525,0.0786910057067871,0.1300632953643798,0.0704078674316406,0.2593491077423095,0.0597646236419677,0.1417741775512695,0.0582234859466552,0.0107982158660888,0.0592913627624511,0.5616457462310791,0.0682234764099121,0.040431261062622,0.0697286128997802,alex
0.0479202270507812,0.1110002994537353,0.0594115257263183,0.1706585884094238,0.0692481994628906,0.1003258228302002,0.0899477005004882,0.0703773498535156,0.0900073051452636,0.1499941349029541,0.0693683624267578,0.2107877731323242,0.0299487113952636,0.2597317695617676,0.0494773387908935,0.1204373836517334,0.0,0.0493857860565185,0.0703098773956298,0.1423900127410888,0.0978586673736572,0.0208592414855957,0.058962345123291,alex
0.0584301948547363,0.0910382270812988,0.0591709613800048,0.1415295600891113,0.0685880184173584,0.0902905464172363,0.0797219276428222,0.0804269313812255,0.0896167755126953,0.080582857131958,0.0791366100311279,0.1708877086639404,0.0695111751556396,0.2401635646820068,0.0593247413635253,0.1226975917816162,0.0,0.0072946548461914,0.0393428802490234,0.1512813568115234,0.0898530483245849,0.0086276531219482,0.080247163772583,alex
0.068641185760498,0.3203890323638916,0.0503711700439453,0.1499733924865722,0.0691425800323486,0.0713477134704589,0.0994162559509277,0.0796632766723632,0.0903980731964111,0.0997927188873291,0.0899734497070312,0.1500217914581298,0.0594167709350585,0.1628906726837158,0.0571513175964355,0.1508805751800537,0.0,0.0388717651367187,0.090752363204956,0.1103332042694091,0.1197836399078369,9.41753387451172e-05,0.1008543968200683,alex
0.0484910011291503,0.1010165214538574,0.0491881370544433,0.1417610645294189,0.058351993560791,0.0905020236968994,0.0904171466827392,0.0497894287109375,0.0898809432983398,0.1110782623291015,0.0788297653198242,0.1405448913574218,0.0599589347839355,0.2986633777618408,0.0704350471496582,0.1003119945526123,0.0696370601654052,0.0097815990447998,0.0909008979797363,0.1693987846374511,0.0901579856872558,0.0399281978607177,0.0697889328002929,alex
0.0687105655670166,0.0512318611145019,0.0485527515411376,0.111591100692749,0.0584616661071777,0.0916206836700439,0.0786371231079101,0.0305495262145996,0.0905351638793945,0.1089546680450439,0.0708272457122802,0.4795069694519043,0.0695083141326904,0.2818188667297363,0.0692901611328125,0.10978364944458,0.0,0.0590255260467529,0.0700442790985107,0.1402812004089355,0.0909473896026611,0.0389506816864013,0.0,alex
0.0685596466064453,0.0808489322662353,0.0489876270294189,0.1216576099395752,0.1190242767333984,0.1400120258331298,0.0797014236450195,0.2203898429870605,0.0695724487304687,0.0803205966949462,0.0897507667541503,0.1506421566009521,0.0692760944366455,0.1703603267669677,0.059420108795166,0.1110119819641113,0.0603952407836914,9.5367431640625e-05,0.0787630081176757,0.2005567550659179,0.0995969772338867,0.0196166038513183,0.0510756969451904,alex
0.0674300193786621,0.0605702400207519,0.0494899749755859,0.1119172573089599,0.04813814163208,0.0703463554382324,0.0902075767517089,0.0613346099853515,0.0881931781768798,0.1804728507995605,0.0693440437316894,0.1821498870849609,0.0478138923645019,0.1620216369628906,0.0682647228240966,0.7317893505096436,0.0581092834472656,0.0607144832611084,0.0593540668487548,0.5017914772033691,0.0987868309020996,9.632110595703124e-05,0.0793948173522949,alex
0.0594034194946289,0.0299823284149169,0.0611324310302734,0.1097097396850586,0.0589902400970459,0.1009399890899658,0.059422492980957,0.040292739868164,0.0800230503082275,0.0999789237976074,0.0796806812286377,0.4603657722473144,0.0493826866149902,0.3109464645385742,0.0491087436676025,0.120851993560791,0.0500648021697998,0.0001018047332763,0.0998320579528808,0.2609128952026367,0.0,0.0909883975982666,0.0707712173461914,alex
0.0489919185638427,0.1605355739593505,0.0596299171447753,0.0906896591186523,0.0606014728546142,0.0991656780242919,0.0797872543334961,0.0703523159027099,0.0801515579223632,0.1197540760040283,0.0594487190246582,0.1715297698974609,0.0684437751770019,0.2407805919647216,0.0501916408538818,0.1299734115600586,0.0499088764190673,0.0191652774810791,0.0905783176422119,0.3300528526306152,0.0,0.0897800922393798,0.0705783367156982,alex
0.0680811405181884,0.1309845447540283,0.0483083724975585,0.2520396709442138,0.0480427742004394,0.0918982028961181,0.0889539718627929,0.0796623229980468,0.0997354984283447,0.0906953811645507,0.0795028209686279,0.2203538417816162,0.0795729160308837,0.2411682605743408,0.0584089756011962,0.1109867095947265,0.0,0.0488920211791992,0.0511484146118164,0.1800391674041748,0.0691461563110351,0.0604538917541503,0.069617748260498,alex
0.0690674781799316,0.120790958404541,0.0494401454925537,0.1600606441497802,0.0596880912780761,0.1008265018463134,0.0691189765930175,0.061509370803833,0.0993187427520752,0.129777193069458,0.0903029441833496,0.3499965667724609,0.0594172477722168,0.1822774410247802,0.0676596164703369,0.1105141639709472,0.0695083141326904,9.489059448242188e-05,0.079784870147705,0.1907386779785156,0.0998892784118652,0.010472297668457,0.0789361000061035,alex
0.0483949184417724,0.069568395614624,0.0595228672027587,0.0905871391296386,0.0502490997314453,0.0795843601226806,0.0795836448669433,0.0810513496398925,0.0789575576782226,0.2306103706359863,0.0792551040649414,0.2505061626434326,0.0693278312683105,0.1708760261535644,0.069239854812622,0.121316909790039,0.0487599372863769,0.0508112907409668,0.0692300796508789,0.120805025100708,0.0796153545379638,0.0498569011688232,0.0696039199829101,alex
0.0676290988922119,0.0805699825286865,0.0593454837799072,0.0808241367340087,0.0490784645080566,0.0806612968444824,0.091459035873413,0.0698022842407226,0.0682322978973388,0.0907855033874511,0.0993804931640625,0.3303360939025879,0.0594732761383056,0.2408478260040283,0.0590894222259521,0.1405794620513916,0.0,0.0102565288543701,0.0591871738433837,0.1602344512939453,0.0900182723999023,0.0202136039733886,0.0695996284484863,alex
0.1052474975585937,0.0560925006866455,0.0580785274505615,0.0944247245788574,0.0747950077056884,0.0702977180480957,0.0758697986602783,0.0627975463867187,0.0712883472442627,0.1073551177978515,0.0762727260589599,0.1719527244567871,0.0796172618865966,0.783700704574585,0.0700345039367675,0.1171398162841796,0.0,0.0625641345977783,0.0812811851501464,0.2197580337524414,0.0589587688446044,0.0776004791259765,0.0880377292633056,oswaldo
0.0787601470947265,0.0010066032409667,0.0625600814819336,0.0791049003601074,0.0867776870727539,0.0632922649383544,0.1016554832458496,0.0840740203857421,0.0894291400909423,0.2811064720153808,0.0874192714691162,0.1269772052764892,0.0663726329803466,0.1860799789428711,0.0685465335845947,0.027407169342041,0.0678455829620361,0.0552403926849365,0.0694000720977783,0.114635944366455,0.0474863052368164,0.0649421215057373,0.0808513164520263,oswaldo
0.0570154190063476,0.011465311050415,0.0563845634460449,0.0612106323242187,0.0530178546905517,0.0571537017822265,0.0751283168792724,0.0684766769409179,0.0618486404418945,0.1048402786254882,0.0590829849243164,0.1910526752471923,0.0861177444458007,0.2623872756958008,0.0669054985046386,0.0693206787109375,0.0736491680145263,0.1097238063812255,0.0703101158142089,0.1365623474121093,0.0523316860198974,0.0673718452453613,0.0858149528503418,oswaldo
0.0758359432220459,0.0085585117340087,0.0610332489013671,0.0700242519378662,0.0670363903045654,0.0759601593017578,0.0767228603363037,0.0879640579223632,0.0814349651336669,0.3726451396942138,0.0704631805419921,0.1317086219787597,0.0666260719299316,0.1198999881744384,0.0564479827880859,0.0339818000793457,0.06089448928833,0.0684466361999511,0.0644125938415527,0.1583549976348877,0.0694689750671386,0.1094362735748291,0.0814690589904785,oswaldo
0.0835685729980468,0.0448830127716064,0.0602531433105468,0.0621535778045654,0.0726394653320312,0.0556955337524414,0.088191270828247,0.0591611862182617,0.0798654556274414,0.1050219535827636,0.0707342624664306,0.1309506893157959,0.0652554035186767,0.1457784175872802,0.0743844509124755,0.1198172569274902,0.0688297748565673,0.0020036697387695,0.0680849552154541,0.1058106422424316,0.0651996135711669,0.0702061653137207,0.0,oswaldo
0.0852398872375488,0.0705060958862304,0.057295799255371,0.0478107929229736,0.0673062801361084,0.0484218597412109,0.0878355503082275,0.0499172210693359,0.0746028423309326,0.1079378128051757,0.0778255462646484,0.1383404731750488,0.0822460651397705,0.7462961673736572,0.0706415176391601,0.0310416221618652,0.0667991638183593,0.0419201850891113,0.0699374675750732,0.1133201122283935,0.059298038482666,0.0725400447845459,0.0986924171447753,oswaldo
0.0654268264770507,0.021134614944458,0.0468606948852539,0.062960147857666,0.0501470565795898,0.0565817356109619,0.0873057842254638,0.0704421997070312,0.0554661750793457,0.1053457260131836,0.0707077980041503,0.1144967079162597,0.05361008644104,0.0822482109069824,0.0557618141174316,0.1100120544433593,0.0565531253814697,0.0059194564819335,0.0617930889129638,0.0966081619262695,0.0511529445648193,0.0707783699035644,0.0752959251403808,oswaldo
0.0643653869628906,0.0152280330657958,0.0568504333496093,0.7726895809173584,0.0580954551696777,0.0604913234710693,0.0644810199737548,0.0672988891601562,0.0701613426208496,0.0931625366210937,0.0681788921356201,0.1131961345672607,0.0658686161041259,0.0593600273132324,0.067126989364624,0.1083545684814453,0.0,0.0546298027038574,0.0560355186462402,0.0832817554473877,0.0618677139282226,0.0618426799774169,0.0,oswaldo
0.0640337467193603,0.0274932384490966,0.0501980781555175,0.0631246566772461,0.05019211769104,0.0540981292724609,0.0759694576263427,0.0688016414642334,0.0528280735015869,0.0987117290496826,0.0698888301849365,0.1075501441955566,0.0,0.0542190074920654,0.053159475326538,0.0995278358459472,0.0,0.0625567436218261,0.0544767379760742,0.0924277305603027,0.0584654808044433,0.0644326210021972,0.0810401439666748,oswaldo
0.0678622722625732,0.019627571105957,0.0515229701995849,0.5975098609924316,0.0545735359191894,0.0701837539672851,0.0619440078735351,0.0791943073272705,0.0607683658599853,0.1236834526062011,0.0731039047241211,0.1185226440429687,0.0699846744537353,0.1030299663543701,0.0584514141082763,0.104356050491333,0.0545156002044677,0.0143775939941406,0.0661604404449462,0.0881145000457763,0.0668976306915283,0.067089557647705,0.0878872871398925,oswaldo
0.0809495449066162,0.0337607860565185,0.0486538410186767,0.065143346786499,0.0477945804595947,0.0639421939849853,0.070225715637207,0.0768055915832519,0.0555322170257568,0.0988581180572509,0.0646266937255859,0.1009514331817627,0.0632636547088623,0.105494737625122,0.0579056739807128,0.0209908485412597,0.0565690994262695,0.0537960529327392,0.06337571144104,0.0952818393707275,0.055901288986206,0.0574438571929931,0.0814907550811767,oswaldo
0.0615015029907226,0.0240139961242675,0.05806565284729,0.1056418418884277,0.0750257968902587,0.0760509967803955,0.0838973522186279,0.0702555179595947,0.0541441440582275,0.0990676879882812,0.0704123973846435,0.1344571113586425,0.0668408870697021,0.1055467128753662,0.0690793991088867,0.0420031547546386,0.0604331493377685,0.0594439506530761,0.0580279827117919,0.1351766586303711,0.0526971817016601,0.0631239414215087,0.0841367244720459,oswaldo
0.0659205913543701,0.0047550201416015,0.0563738346099853,0.0594587326049804,0.0553529262542724,0.0539717674255371,0.0670924186706543,0.0703928470611572,0.0663549900054931,0.1099278926849365,0.0759098529815673,0.113002061843872,0.0740559101104736,0.1011140346527099,0.051955223083496,0.0131173133850097,0.0633301734924316,0.0512449741363525,0.0458099842071533,0.0893292427062988,0.0715713500976562,0.0643119812011718,0.0,oswaldo
0.0,0.058098554611206,0.0527663230895996,0.164194107055664,0.0685832500457763,0.0849077701568603,0.0604274272918701,0.0849590301513671,0.0616524219512939,0.1169440746307373,0.0687868595123291,0.1305513381958007,0.0638556480407714,0.4108035564422607,0.0691158771514892,0.0174357891082763,0.0617172718048095,0.0479705333709716,0.0662164688110351,0.0955617427825927,0.0708174705505371,0.0673813819885253,0.0,oswaldo
0.0716865062713623,0.018064260482788,0.0500702857971191,0.0808501243591308,0.0589301586151123,0.0770604610443115,0.0658161640167236,0.0581026077270507,0.0602755546569824,0.1108069419860839,0.0601124763488769,0.1447601318359375,0.0658380985260009,0.2702317237854004,0.0595028400421142,0.1115219593048095,0.0687763690948486,0.0194873809814453,0.0681488513946533,0.1030035018920898,0.0607481002807617,0.0688648223876953,0.0835556983947753,oswaldo
0.0,0.0769047737121582,0.0517199039459228,0.3050823211669922,0.0588135719299316,0.0543045997619628,0.0704813003540039,0.0641047954559326,0.0659229755401611,0.0993814468383789,0.0840911865234375,0.1064610481262207,0.0700151920318603,0.0025160312652587,0.0750486850738525,0.0985121726989746,0.0,0.0495223999023437,0.0448527336120605,0.093484878540039,0.0798029899597168,0.0649106502532959,0.0,oswaldo
